,link,brand,product,price,cosmetic_condition,internal_storage,battery_power_mah,warranty_period,warranty_type,color,main_camera_resolution_range,screen_size,ram_capacity,mobile_connection_speed,camera_resolution,front_camera_count,screen_resolution,screen_technology,front_camera_resolution,front_camera_resolution_range,display_technology,main_camera_flash,front_camera_flash,screen_type,rear_camera_count,screen_size_range,operating_system,dual_sim,wireless_charging,face_recognition,touchscreen,charging_port,nfc,screen_refresh_rate,headphone_jack,charging_speed,expandable_storage,battery_capacity_range,fingerprint_reader,water_dust_resistance,artificial_intelligence,phone_model,video_recording_resolution,country_of_origin,radio,cpu_range,video_call,repairability,ce_compliance,importer_representative,manufacturer_info
1094,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-plus-5g-256-gb-hayalet-siyah-12-ay-garantili-a-grade-p-843330323,Samsung Yenilenmiş SamsungGalaxy S22 Plus 5G 256 GB Hayalet Siyah (12 Ay Garantili) - A Grade,,,A seviye-Mükemmel,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Siyah,40 - 60 MP,"6,8 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,https://www.trendyol.com/apple/iphone-7-128gb-siyah-yenilenmis-a-kalite-p-807587276,Apple iPhone 7 128GB Siyah -Yenilenmis - A Kalite,iPhone 7 128GB Siyah -,5.499 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Siyah,10 - 15 MP,"4,7 inç",2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,https://www.trendyol.com/apple/iphone-12-pro-max-512gb-pasifik-mavisi-yenilenmis-a-kalite-p-806175485,Apple Iphone 12 Pro Max 512gbPasifik Mavisi - Yenilenmis - A Kalite,,,A seviye-Mükemmel,512 GB,,1 Yıl,Resmi Distribütör Garantili,Mavi,10 - 15 MP,"6,7 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,https://www.trendyol.com/apple/yenilenmis-iphone-xr-64-gb-kirmizi-cep-telefonu-12-ay-garantili-p-356284259,Apple Yenilenmiş iPhone XR 64GB Kırmızı Cep Telefonu (12 Ay Garantili),,11.999 TL,A seviye-Mükemmel,64 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Kırmızı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR,,,,,,,
1098,https://www.trendyol.com/apple/yenilenmis-apple-iphone-13-pro-max-1tb-sierra-mavisi-cep-telefonu-12-ay-garantili-c-kalite-p-888773182,Apple YENİLENMİŞ APPLE IPHONE13 PRO MAX 1TB SİERRA MAVİSİ CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,59.899 TL,C seviye-İyi,1 TB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,https://www.trendyol.com/apple/yenilenmis-apple-iphone-13-pro-max-1tb-gumus-cep-telefonu-12-ay-garantili-c-kalite-p-888772634,Apple YENİLENMİŞ APPLE IPHONE13 PRO MAX 1TB GÜMÜŞ CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,59.899 TL,C seviye-İyi,1 TB,,1 Yıl,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,https://www.trendyol.com/xiaomi/redmi-note-10-pro-blue-128gb-yenilenmis-b-kalite-12-ay-garantili-p-854058032,Xiaomi Redmi Note 10 Pro Blue128gb Yenilenmiş B Kalite (12 AY GARANTİLİ),,8.999 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a23-6gb-128gb-a-kalite-mavi-p-821189382,Samsung Yenilenmiş SAMSUNGGALAXY A23 6GB+128GB -A Kalite- Mavi,,7.769 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Mavi,40 - 60 MP,"6,6 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,https://www.trendyol.com/vivo/yenilenmis-y21-blue-64-gb-b-kalite-12-ay-garantili-p-716263627,vivo Yenilenmiş Y21 Blue 64GB B Kalite (12 Ay Garantili),Yenilenmiş Y21 Blue 64,5.299 TL,B seviye-Çok İyi,64 GB,5000,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,10 - 15 MP,"5,5 - 6 inç",3 GB,,13 MP,,,,,,,,,,,,,,,,,,,,,,,5000-6000 mAh,,,,,,,,,,,,,
1103,https://www.trendyol.com/apple/iphone-12-128gb-beyaz-yenilenmis-b-kalite-p-921605383,Apple iPhone 12 128GB Beyaz -Yenilenmiş - B Kalite,,23.279 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Beyaz,10 - 15 MP,6 - 8 inç,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,https://www.trendyol.com/apple/yenilenmis-apple-iphone-15-pro-256gb-mavi-titanyum-cep-telefonu-12-ay-garantili-b-kalite-p-888776092,Apple YENİLENMİŞ APPLE IPHONE15 PRO 256GB MAVİ TİTANYUM CEP TELEFONU (12 AY GARANTİLİ) - B KALİTE,,71.699 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,https://www.trendyol.com/xiaomi/yenilenmis-redmi-note-12-pro-256-gb-gri-cep-telefonu-12-ay-garantili-a-kalite-p-885940831,Xiaomi Yenilenmiş Redmi Note12 Pro 256 Gb Gri Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,11.899 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,https://www.trendyol.com/apple/yenilenmis-iphone-15-plus-256gb-b-kalite-siyah-p-882127365,Apple Yenilenmiş IPHONE 15PLUS 256GB -B Kalite- Siyah,,,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Siyah,40 - 60 MP,"6,1 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,https://www.trendyol.com/apple/yenilenmis-iphone-15-pro-128-gb-beyaz-titanyum-12-ay-garantili-a-grade-p-848532743,Apple Yenilenmiş Iphone 15Pro 128 Gb Beyaz Titanyum (12 AY GARANTİLİ) - A Grade,Yenilenmiş Iphone 15,68.999 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Beyaz,10 - 15 MP,"6,8 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-max-64-gb-uzay-grisi-cep-telefonu-12-ay-garantili-b-kalite-p-847446323,Apple Yenilenmiş iPhone 11Pro Max 64 GB Uzay Grisi Cep Telefonu (12 Ay Garantili) - B Kalite,,25.499 TL,B seviye-Çok İyi,64 GB,,2 Yıl,,Gri,10 - 15 MP,"6,8 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a14-64-gb-beyaz-p-773211986,Samsung Yenilenmiş SamsungGalaxy A14 64 GB Beyaz,,7.499 TL,A seviye-Mükemmel,64 GB,,1 Yıl,,Beyaz,20 - 40 MP,6 inç ve üstü,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,https://www.trendyol.com/hiking/a40-6gb-ram-128gb-hafiza-android-akilli-telefon-turkiye-garantili-p-763896511,"Hikıng A40 6gb Ram, 128gbHafıza Android Akıllı Telefon (TÜRKİYE GARANTİLİ)",,"5.238,47 TL",,128 GB,5000,2 Yıl,Resmi Distribütör Garantili,Mor,20 - 40 MP,"6,52 inç",6 GB,4.5G,20 MP,1,HD+,HD+,8 - 14 MP,5 - 10 MP,LCD,Var,Yok,LCD,3,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Var,Yok,Yok,,1080p (Full HD),,,,,,,,
1112,https://www.trendyol.com/apple/iphone-12-128-gb-yesil-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-63973244,Apple iPhone 12 128 GB YeşilCep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),iPhone 12 128 GB Yeşil,31.599 TL,,128 GB,2815,2 Yıl,Apple Türkiye Garantili,Yeşil,10 - 15 MP,"6,1 inç",4 GB,4.5G,10 - 15 MP,1,FHD+,FHD+,8 - 14 MP,10 - 15 MP,OLED,,,OLED,2,6'' - 6.5'',iOS,Yok,Var,Var,Var,Lightning,Var,60 Hz,Lightning,10-20 W,,2000-3000 mAh,Yok,Var,Var,iPhone 12,2160p (Ultra HD) 4K,CN,Yok,2.5-3.2 GHz,Var,Yetkili Servis ile Tamiri Gerekir.,,,
1113,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-128-gb-grafit-cep-telefonu-12-ay-garantili-a-kalite-p-887227566,Apple Yenilenmiş Iphone 13Pro Max 128 Gb Grafit Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,52.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Üretici Garantili,Yeşil,10 - 15 MP,"6,7 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-flip-5-512-gb-siyah-cep-telefonu-12-ay-garantili-a-kalite-p-884364546,Samsung Yenilenmiş SamsungGalaxy Z Flip 5 512 GB Siyah Cep Telefonu (12 Ay Garantili) - A Kalite,,35.999 TL,A seviye-Mükemmel,512 GB,,1 Yıl,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-512-gb-sierra-mavisi-cep-telefonu-12-ay-garantili-c-kalite-p-846697788,Apple Yenilenmiş iPhone 13Pro Max 512 GB Sierra Mavisi  Cep Telefonu (12 Ay Garantili) - C Kalite,,56.899 TL,C seviye-İyi,512 GB,,1 Yıl,Üretici Garantili,Mavi,10 - 15 MP,6 inç ve üstü,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,https://www.trendyol.com/apple/iphone-11-256gb-siyah-yenilenmis-b-kalite-p-810358381,Apple iPhone 11 256GB Siyah -Yenilenmiş - B Kalite,,19.399 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Siyah,10 - 15 MP,6 - 8 inç,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-512-gb-sierra-mavisi-a-kalite-p-729006971,Apple Yenilenmiş Iphone 13Pro Max 512 Gb Sierra Mavisi - A Kalite,,57.499 TL,A seviye-Mükemmel,512 GB,3000 - 4000,1 Yıl,Delta Servis Garantili,Mavi,10 - 15 MP,6 inç ve üstü,6 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,,,,,,,,
1118,https://www.trendyol.com/apple/yenilenmis-iphone-14-plus-256-gb-mavi-cep-telefonu-12-ay-garantili-a-kalite-p-887319005,Apple Yenilenmiş iPhone 14Plus 256 GB Mavi Cep Telefonu (12 Ay Garantili) - A Kalite,,49.499 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Mavi,,"6,7 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-128-gb-grafit-cep-telefonu-12-ay-garantili-a-kalite-p-885845369,Apple Yenilenmiş iPhone 13Pro Max 128 GB Grafit Cep Telefonu (12 Ay Garantili) - A Kalite,Yenilenmiş iPhone 13,52.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Üretici Garantili,Gümüş,10 - 15 MP,"6,7 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,https://www.trendyol.com/apple/iphone-x-256gb-gumus-yenilenmis-b-kalite-p-840052359,Apple iPhone X 256GB Gümüş -Yenilenmiş - B Kalite,,12.609 TL,B seviye-Çok İyi,256 GB,2800 ve üstü,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gümüş,10 - 15 MP,"5,5 - 6 inç",3 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,,,,,,,,
1121,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a72-128gb-beyaz-12ay-garantili-p-769732883,Samsung YENİLENMİŞ SAMSUNGGALAXY A72 128GB BEYAZ (12AY GARANTİLİ),,11.899 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Beyaz,60 - 80 MP,"6,7 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,https://www.trendyol.com/hiking/a28-128-gb-8-gb-ram-turkiye-garantili-p-727879469,Hikıng A28 128 GB 8 GB Ram(Türkiye Garantili),A28 128 GB 8 GB Ram,5.699 TL,,128 GB,5000 ve üstü,2 Yıl,Resmi Distribütör Garantili,Siyah,60 - 80 MP,6 inç ve üstü,8 GB,4.5G,20 MP ve üstü,1,FHD+,FHD+,20 - 40 MP,20 - 40 MP,,Var,Yok,LCD,3,6.5'' - 7'',Android,Var,Yok,Var,Var,USB Type-C,Var,60 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Var,Yok,Yok,,,,,,,,,,
1123,https://www.trendyol.com/apple/yenilenmis-iphone-xr-64-gb-kirmizi-cep-telefonu-a-kalite-p-689226286,Apple Yenilenmiş Iphone Xr 64Gb Kırmızı Cep Telefonu A Kalite,Yenilenmiş Iphone Xr 64,,A seviye-Mükemmel,64 GB,2800 ve üstü,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Kırmızı,10 - 15 MP,6 inç ve üstü,4 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,TR,,,,,,,
1124,https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-red-12-ay-garantili-p-450374595,Apple Yenilenmiş Iphone 11 64Gb Red (12 Ay Garantili),,17.000 TL,,64 GB,,1 Yıl,,Kırmızı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,https://www.trendyol.com/infinix/hot-10-play-64-gb-siyah-cep-telefonu-infinix-turkiye-garantili-p-210029688,INFINIX Hot 10 Play 64 GbSiyah Cep Telefonu (ınfinix Türkiye Garantili ),,6.400 TL,,64 GB,5000 ve üstü,2 Yıl,Resmi Distribütör Garantili,Siyah,10 - 15 MP,6 inç ve üstü,4 GB,4.5G,10 - 15 MP,1,HD+,HD+,8 MP,10 - 15 MP,LCD,Var,Var,LCD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,Micro-USB,Yok,60 Hz,3.5 mm,10-20 W,Var,6000-7000 mAh,Var,Yok,Yok,,1080p (Full HD),,,,,,,,
1126,https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-redmi-note-12-128-gb-gri-cep-telefonu-12-ay-garantili-b-kalite-p-897049218,Xiaomi Yenilenmiş XiaomiRedmi Note 12 128 GB Gri Cep Telefonu (12 Ay Garantili) - B Kalite,,8.447 TL,B seviye-Çok İyi,128 GB,,,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a14-128-gb-yesil-b-p-859918665,Samsung Yenilenmiş SamsungGalaxy A14 128 GB Yeşil B,,6.199 TL,B seviye-Çok İyi,128 GB,,,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-256-gb-altin-cep-telefonu-12-ay-garantili-b-kalite-p-846699309,Apple Yenilenmiş iPhone 13Pro Max 256 GB Altın Cep Telefonu (12 Ay Garantili) - B Kalite,Yenilenmiş iPhone 13,54.499 TL,B seviye-Çok İyi,256 GB,,1 Yıl,Üretici Garantili,Altın,10 - 15 MP,6 inç ve üstü,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,https://www.trendyol.com/apple/iphone-xs-64gb-altin-yenilenmis-a-kalite-p-805788208,Apple Iphone Xs 64gb Altın -Yenilenmis - A Kalite,,14.999 TL,A seviye-Mükemmel,64 GB,,1 Yıl,,Altın,10 - 15 MP,"5,5 - 6 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s23-plus-256gb-krem-cep-telefonu-12-ay-garantili-b-kalite-p-900039354,Samsung YENİLENMİŞ SAMSUNGGALAXY S23 PLUS 256GB KREM CEP TELEFONU (12 AY GARANTİLİ) - B KALİTE,,36.699 TL,B seviye-Çok İyi,256 GB,,,,Bej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a04-128-gb-yesil-cep-telefonu-12-ay-garantili-c-kalite-p-890240091,Samsung Yenilenmiş SamsungGalaxy A04 128 GB Yeşil Cep Telefonu (12 Ay Garantili) - C Kalite,,6.099 TL,C seviye-İyi,128 GB,,,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,https://www.trendyol.com/apple/yenilenmis-iphone-x-256-gb-silver-cep-telefonu-12-ay-garantili-b-kalite-p-857498457,Apple Yenilenmiş Iphone X 256Gb Silver Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,13.099 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,https://www.trendyol.com/apple/yenilenmis-iphone-14-plus-128-gb-mor-12-ay-garantili-a-grade-p-848533880,Apple Yenilenmiş Iphone 14Plus 128 Gb Mor (12 AY GARANTİLİ) - A Grade,,,B seviye-Çok İyi,128 GB,,2 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mor,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,https://www.trendyol.com/apple/yenilenmis-iphone-xr-128gb-kirmizi-b-kalite-p-814914875,Apple Yenilenmiş iPhone XR128GB Kırmızı B Kalite,Yenilenmiş iPhone XR,"10.591,93 TL",B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gri,10 - 15 MP,"6,1 inç",3 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,https://www.trendyol.com/apple/iphone-12-pro-128gb-gumus-yenilenmis-a-kalite-p-806176751,Apple iPhone 12 Pro 128GBGümüş - Yenilenmis - A Kalite,iPhone 12 Pro 128GB,33.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Resmi Distribütör Garantili,Gümüş,10 - 15 MP,"5,4 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,https://www.trendyol.com/samsung/galaxy-a05-128-gb-4-gb-ram-siyah-cep-telefonu-samsung-turkiye-garantili-p-797259509,Samsung Galaxy A05 128 Gb 4Gb Ram Siyah Cep Telefonu (SAMSUNG TÜRKİYE GARANTİLİ),Galaxy A05 128 Gb 4,8.999 TL,,128 GB,4000 - 5000,2 Yıl,Samsung TR Garantili,Siyah,5 - 10 MP,"6,7 inç",4 GB,4G,5 - 10 MP,1,HD+,,20 MP,5 - 10 MP,LCD,Var,Var,LCD,1,6.5'' - 7'',Android,Var,Var,Var,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Var,4500-5000 mAh,Var,Yok,Var,,,,,,,,,,
1138,https://www.trendyol.com/reeder/p13-blue-max-pro-6gb-256-gb-mavi-cep-telefonu-reeder-turkiye-garantili-p-220220817,Reeder P13 Blue Max Pro6GB+256 GB Mavi Cep Telefonu (Reeder Türkiye Garantili),P13 Blue Max Pro,6.999 TL,,256 GB,1500 ve altı,2 Yıl,Resmi Distribütör Garantili,Mavi,10 - 15 MP,"4 - 4,5 inç",6 GB,4.5G,5 MP ve altı,1,HD,,5 MP,5 - 10 MP,LCD,Var,Yok,LCD,3,6'' - 6.5'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Yok,5000-6000 mAh,Yok,Yok,Yok,,,,,,,,,,
1139,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-128-gb-grafit-cep-telefonu-12-ay-garantili-a-kalite-p-887227251,Apple Yenilenmiş iPhone 13Pro Max 128 GB Grafit Cep Telefonu (12 Ay Garantili) - A Kalite,,49.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Üretici Garantili,Gri,10 - 15 MP,"6,7 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-ultra-512gb-a-kalite-yesil-p-859285374,Samsung Yenilenmiş SAMSUNGGALAXY S22 ULTRA 512GB -A Kalite- Yeşil,,34.159 TL,A seviye-Mükemmel,512 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Yeşil,100 -120 MP,"6,8 inç",12 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-max-128-gb-altin-cep-telefonu-12-ay-garantili-c-kalite-p-846790837,Apple Yenilenmiş iPhone 14Pro Max 128 GB Altın Cep Telefonu (12 Ay Garantili) - C Kalite,,62.749 TL,C seviye-İyi,128 GB,,1 Yıl,Üretici Garantili,Altın,40 - 60 MP,6 inç ve üstü,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-128gb-a-kalite-mor-p-815069941,Apple Yenilenmiş IPHONE 14PRO 128GB -A Kalite- Mor,,56.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Lacivert,10 - 15 MP,"6,1 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,https://www.trendyol.com/samsung/yenilenmis-galaxy-s23-plus-256-gb-yesil-cep-telefonu-12-ay-garantili-b-kalite-p-848785357,Samsung Yenilenmiş Galaxy S23Plus 256 Gb Yeşil Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,36.699 TL,B seviye-Çok İyi,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,https://www.trendyol.com/apple/yenilenmis-iphone-15-plus-256-gb-sari-12-ay-garantili-a-grade-p-848533179,Apple Yenilenmiş Iphone 15Plus 256 Gb Sarı (12 AY GARANTİLİ) - A Grade,,55.999 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Sarı,,"6,7 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,https://www.trendyol.com/apple/yenilenmis-iphone-11-256gb-c-kalite-beyaz-p-787835381,Apple Yenilenmiş IPHONE 11256GB -C Kalite- Beyaz,Yenilenmiş IPHONE 11,16.449 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Gümüş,10 - 15 MP,"6,1 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,https://www.trendyol.com/tecno/spark-30c-8-gb-ram-turkiye-garantili-p-893308622,TECNO Spark 30c 8 Gb Ram )Türkiye Garantili),,6.999 TL,,128 GB,3095,2 Yıl,Resmi Distribütör Garantili,Yeşil,5 - 10 MP,"6,6 inç",4 GB,2G,8 MP,1,HD+,HD+,8 MP,Yok,LCD,Var,Yok,IPS LCD,2,6.5'' - 7'',Android,Var,Yok,Yok,Var,Micro-USB,Yok,120 Hz,3.5 mm,10-20 W,Var,3500-4000 mAh,Var,Var,Var,Xiaomi Redmi Note 12 Pro,1440p (Quad HD),TR,,,,,,,
1147,https://www.trendyol.com/apple/yenilenmis-apple-iphone-11-128gb-siyah-cep-telefonu-12-ay-garantili-a-kalite-p-887227232,Apple YENİLENMİŞ APPLE IPHONE11 128GB SİYAH CEP TELEFONU (12 AY GARANTİLİ) - A KALİTE,,19.249 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-flip-5-512-gb-siyah-cep-telefonu-12-ay-garantili-a-kalite-p-849656610,Samsung Yenilenmiş SamsungGalaxy Z Flip 5 512 GB Siyah Cep Telefonu (12 Ay Garantili) - A Kalite,,36.100 TL,A seviye-Mükemmel,512 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,https://www.trendyol.com/tecno/spark-10c-128-gb-p-770047950,TECNO Spark 10C 128 GB,Spark 10C 128 GB,,,128 GB,5000,2 Yıl,Resmi Distribütör Garantili,Mavi,40 - 60 MP,"6,6 inç",8 GB,4.5G,50 MP,1,FHD+,,8 MP,5 - 10 MP,,Var,Var,LCD,2,6.5'' - 7'',Android,Var,Var,Var,Var,USB Type-C,Var,60 Hz,3.5 mm,10-20 W,Var,4500-5000 mAh,Var,Yok,Var,,,,,,,,,,
1150,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-256-gb-12-ay-garantili-a-kalite-p-742718181,Apple Yenilenmiş Iphone 13Pro Max 256 Gb (12 AY GARANTİLİ) - A Kalite,,54.799 TL,A seviye-Mükemmel,256 GB,4000 - 5000,1 Yıl,Delta Servis Garantili,Yeşil,10 - 15 MP,6 inç ve üstü,6 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,4000-4500 mAh,,,,,,,,,,,,,
1151,https://www.trendyol.com/apple/iphone-13-512-gb-mavi-cep-telefonu-apple-turkiye-garantili-p-154152249,Apple iPhone 13 512 GB MaviCep Telefonu (Apple Türkiye Garantili),iPhone 13 512 GB Mavi,"54.282,99 TL",,512 GB,3095,2 Yıl,Apple Türkiye Garantili,Mavi,10 - 15 MP,"6,1 inç",4 GB,5G,12 MP + 12 MP,1,FHD+,QLED,12 MP,10 - 15 MP,OLED,,,OLED,2,6'' - 6.5'',iOS,Yok,Var,Var,Var,Lightning,Var,60 Hz,Lightning,10-20 W,,3000-3500 mAh,Var,Var,Var,iPhone 13,1080p (Full HD),,Yok,2.5-3.2 GHz,Var,,,,
